3,3.07547,1.7537,2.14511,1.23533
4,3.04028,1.74364,2.22949,1.38937
6,48.813,6.98663,12.1529,9.94381
10,226.947,15.0648,34.9529,31.5398
11,1447.74,38.0491,99.5202,91.9594
13,1639.86,40.4952,103.935,95.7218
15,12959.4,113.84,555.179,543.382
14,13114.9,114.52,559.915,548.079
15,12959.4,113.84,555.179,543.382
16,11712.3,108.223,431.055,417.248
